100
0
33,50,39,29,24,70,1,30,75,72,45,95,51,92,16,21,14,59,5,44,53,55,93,20,69,78,56,62,69,69,69,71,6,49,50,42,5,11,47,90,1,29,22,65,69,23,27,44,51,37,51,100,25,32,84,82,87,41,47,49,25,73,84,10,15,3,90,34,22,-,81,32,85,84,20,8,36,83,66,94,27,6,34,40,4,78,30,55,42,25,92,69,21,44,7,30,56,96,73,92
7,95,34,62,14,91,47,71,39,50,68,19,27,84,9,53,21,54,69,69,42,70,29,87,62,15,86,11,68,31,82,19,97,12,38,79,83,6,54,13,5,11,3,89,46,27,81,40,47,11,90,79,70,38,34,98,20,23,76,12,48,17,22,27,51,54,75,26,69,94,-,29,57,87,64,42,53,31,30,1,28,20,92,75,70,70,93,68,78,25,38,61,24,53,1,32,45,44,94,9
76,53,38,79,66,8,55,21,62,23,94,43,75,7,31,73,77,59,37,74,82,30,38,78,10,85,93,78,21,25,77,65,56,94,65,8,51,40,10,41,38,81,79,1,84,88,5,91,20,35,4,32,80,10,86,31,46,50,33,52,11,73,92,99,33,95,56,79,51,45,12,-,72,40,19,92,32,53,25,26,73,99,74,49,40,71,93,82,29,62,20,81,49,7,18,61,45,50,53,35
10,83,91,48,52,36,53,43,65,9,15,58,21,37,7,91,21,80,89,94,78,31,19,12,48,80,48,77,19,22,86,50,28,66,72,58,40,70,9,32,77,98,56,78,2,34,22,88,36,71,33,100,88,97,51,77,65,66,71,96,85,35,15,75,69,49,78,88,34,69,98,42,-,52,94,30,61,31,34,20,16,47,10,67,18,95,8,30,89,5,29,74,99,93,100,77,18,65,52,72
41,58,41,87,13,58,44,93,38,11,8,41,51,73,42,89,14,40,36,98,53,36,68,28,81,52,96,8,21,85,31,11,97,32,94,87,48,6,35,71,50,63,24,16,48,8,87,1,16,59,73,17,57,45,81,76,71,81,40,45,24,75,80,22,69,94,32,73,20,37,55,52,19,-,15,26,16,6,20,75,28,42,69,7,52,24,5,66,58,19,79,21,92,29,79,29,8,92,90,46
92,100,17,24,66,83,58,97,70,67,10,50,15,83,79,43,29,76,61,38,43,23,27,36,16,25,40,32,87,59,45,16,94,41,97,9,62,89,85,58,99,49,4,92,81,29,8,66,38,57,77,76,74,42,50,47,73,92,8,74,53,35,84,46,90,55,43,17,39,28,87,24,72,11,-,54,20,53,1,15,42,6,52,55,94,4,3,68,47,97,75,29,62,91,23,43,28,47,85,10
34,89,65,65,73,89,89,66,57,77,28,36,42,94,97,21,76,52,50,50,33,47,40,80,27,34,13,46,30,90,53,89,27,69,82,87,92,74,15,99,94,47,26,28,32,47,38,88,12,90,23,67,98,17,94,65,3,69,92,46,97,37,53,3,11,8,54,9,47,50,84,22,49,4,57,-,12,89,70,57,42,35,3,36,9,18,85,60,62,5,5,35,72,85,83,74,3,22,39,86
25,96,96,94,67,69,74,55,82,73,55,91,24,29,52,9,90,22,13,18,48,82,58,43,5,64,39,10,11,39,98,38,24,9,38,37,9,1,74,81,58,92,79,100,4,92,50,79,80,91,47,37,51,58,45,62,73,86,24,76,13,11,61,59,46,73,81,79,80,81,41,95,42,2,17,87,-,93,26,65,10,60,31,98,54,100,75,50,95,13,90,34,82,66,3,45,90,61,55,79
17,4,84,63,41,82,78,4,76,84,71,34,45,86,32,34,63,86,94,9,89,77,4,88,71,86,69,57,30,14,40,65,7,60,97,30,9,49,71,24,98,15,25,23,47,26,13,26,56,4,75,46,4,32,77,48,73,50,30,4,35,34,100,82,95,89,59,31,49,79,71,73,87,77,28,83,11,-,3,57,84,13,36,66,5,75,18,88,47,17,99,1,42,55,63,13,68,54,24,56
50,66,15,79,95,16,18,3,53,90,66,88,78,45,30,19,66,5,77,24,60,42,25,13,9,9,75,85,41,69,91,16,1,80,77,99,17,74,16,29,71,7,22,95,7,35,35,26,93,13,51,70,14,87,78,25,23,61,13,37,64,59,63,71,100,55,88,91,21,22,92,88,2,56,14,68,25,69,-,60,77,40,77,47,82,62,10,98,97,71,43,31,19,19,96,98,49,100,73,10
71,87,71,94,12,95,95,75,2,82,5,70,9,9,2,36,98,35,38,95,64,34,57,58,5,56,62,55,5,45,65,19,53,86,27,80,92,46,32,69,35,15,89,70,5,44,69,76,46,76,66,89,73,60,32,100,21,100,69,59,20,17,7,67,58,70,61,12,59,69,90,35,81,30,94,67,41,86,82,-,9,65,60,46,16,2,67,4,58,42,96,11,91,71,23,25,71,76,95,13
100,24,62,10,14,97,40,86,83,29,35,89,21,7,44,87,99,82,4,52,33,5,31,29,78,25,40,16,21,14,37,64,56,76,85,17,87,19,16,22,7,28,91,75,65,76,91,8,2,97,65,4,54,32,20,55,92,18,44,43,82,98,27,60,97,26,73,8,22,51,72,32,40,71,83,6,48,78,3,11,-,77,56,4,10,23,55,79,65,99,99,44,95,81,26,64,14,53,67,20
91,3,27,42,78,17,56,23,23,84,20,84,56,67,99,27,46,3,87,37,90,21,30,19,75,36,93,43,43,60,82,15,72,56,11,85,29,57,32,50,74,68,89,4,30,51,91,52,42,59,31,65,79,18,13,27,10,2,22,2,16,23,45,43,14,8,80,38,25,38,4,77,40,53,20,12,27,87,86,22,81,-,100,15,56,53,95,19,77,37,72,50,60,11,53,58,74,7,35,10
50,80,20,75,37,13,68,85,3,57,16,22,91,100,51,48,50,4,90,91,52,100,51,30,2,35,2,19,59,42,56,51,8,77,75,62,8,28,15,82,61,76,25,32,17,55,98,9,20,65,35,94,18,57,47,53,49,66,83,29,63,35,74,22,40,67,55,36,8,60,54,16,82,89,96,72,50,19,13,7,78,3,-,30,84,75,43,30,49,18,20,73,15,2,79,62,88,55,27,4
77,51,23,68,6,8,98,44,33,15,82,92,92,87,86,82,71,99,75,7,21,84,70,37,27,58,59,29,95,98,73,92,90,14,77,69,57,27,75,42,55,48,68,40,5,85,54,77,60,76,7,78,79,76,35,43,42,18,100,87,83,45,5,78,78,5,98,94,53,100,75,44,59,39,23,34,51,89,17,22,94,77,18,-,76,14,68,85,10,82,91,86,95,45,1,46,53,86,88,20
20,72,1,31,54,65,31,61,31,28,72,55,37,50,86,6,31,25,10,78,57,27,75,24,29,64,28,19,24,66,96,30,43,66,12,52,25,51,50,33,65,74,13,91,96,51,36,52,79,49,98,34,98,47,67,34,46,40,47,66,62,91,41,56,13,53,96,7,11,42,46,46,22,33,18,40,47,66,9,90,37,61,89,75,-,90,64,99,39,18,89,30,96,91,1,73,40,15,87,15
66,64,2,68,31,15,77,49,51,28,14,5,64,37,71,96,71,25,24,82,1,64,42,33,13,76,4,5,22,57,64,86,28,99,12,50,96,10,29,85,39,23,31,61,36,30,83,76,98,57,88,65,84,88,54,62,61,47,20,84,39,15,79,91,92,62,16,96,3,79,32,26,65,11,68,54,35,4,42,42,24,71,43,60,33,-,88,77,82,48,11,32,72,76,7,49,9,90,33,18
32,32,37,98,30,3,38,3,2,94,4,2,77,50,53,88,52,91,80,5,45,83,13,22,96,34,79,5,79,10,17,25,8,46,83,22,92,63,2,72,90,78,68,19,53,34,45,10,90,14,19,3,81,55,11,28,13,71,27,5,82,3,29,59,14,81,75,3,43,23,26,91,13,19,97,19,5,86,11,48,31,31,92,75,22,81,-,31,10,39,65,54,64,62,17,51,77,41,26,12
40,99,39,31,55,50,41,99,55,42,12,44,93,96,87,52,37,68,8,58,11,47,64,8,80,38,96,34,58,70,80,27,58,54,15,81,20,84,5,61,10,83,77,74,32,90,97,96,34,98,26,46,16,33,10,67,31,34,46,71,50,67,37,58,47,2,66,1,81,96,11,87,3,84,28,92,9,21,50,63,86,47,83,24,11,22,13,-,4,58,31,86,30,47,77,61,5,49,68,88
80,40,11,70,89,80,34,1,95,26,10,24,91,17,63,49,47,56,75,56,48,31,38,77,5,83,88,32,39,84,34,82,35,10,44,2,45,17,67,21,93,33,23,52,91,15,64,70,42,82,34,34,34,55,52,56,77,31,62,61,12,48,84,19,13,48,16,90,24,83,72,74,11,66,48,89,49,97,84,40,65,8,32,49,25,65,7,68,-,73,74,97,18,89,63,7,1,97,33,21
87,48,86,82,22,30,18,20,39,26,26,26,95,14,32,20,13,100,24,56,15,79,45,92,47,49,57,74,1,32,67,58,96,78,58,9,58,60,4,27,37,54,11,12,86,68,22,47,50,39,81,70,47,24,85,96,11,62,74,43,58,80,12,82,24,18,86,80,75,62,95,32,35,78,68,43,69,6,73,4,30,73,80,59,44,97,38,33,59,-,9,46,52,51,62,55,11,4,40,27
68,6,12,30,64,7,28,63,89,4,43,30,39,76,60,94,48,54,45,51,55,72,50,84,31,99,48,62,41,43,63,19,63,94,24,81,45,98,99,40,68,67,26,49,90,24,34,8,53,26,68,39,6,11,32,97,42,47,13,48,2,50,47,25,2,21,78,84,12,68,34,86,16,11,18,6,35,24,41,40,86,38,78,100,46,94,98,85,70,43,-,11,93,19,1,6,95,66,38,5
59,90,19,49,45,96,23,43,98,1,48,29,38,18,72,98,38,36,84,70,19,98,31,88,17,58,55,44,75,26,41,33,94,40,50,13,49,26,43,87,2,61,24,48,94,73,3,96,100,78,8,75,89,96,6,10,66,3,32,95,20,34,12,90,23,37,72,58,16,64,5,74,3,61,9,58,98,10,21,93,74,98,38,24,95,78,2,22,46,14,46,-,77,39,39,15,96,21,82,63
37,21,71,95,55,55,26,74,3,51,17,7,62,73,67,53,81,88,18,3,19,100,85,14,36,75,82,16,61,1,32,47,52,21,7,49,9,45,90,95,61,22,88,11,42,85,61,57,44,60,23,60,93,44,4,85,57,32,88,22,92,8,53,59,86,6,10,56,84,7,5,96,46,38,51,62,80,31,21,76,73,92,85,15,10,50,66,77,33,60,100,98,-,17,21,82,3,32,22,55
61,2,91,61,74,35,29,1,15,86,35,83,58,97,53,68,18,66,9,3,73,25,50,7,49,85,81,83,4,15,65,25,53,24,94,89,26,99,31,53,34,59,71,45,6,57,5,60,72,8,18,51,23,92,59,94,7,82,17,75,57,4,8,14,8,81,16,100,68,80,74,64,18,13,19,20,33,4,96,41,35,61,51,62,21,77,42,51,82,8,57,36,95,-,64,41,86,96,78,33
8,92,45,44,6,18,22,37,68,49,43,77,80,57,68,55,10,3,56,34,54,14,52,67,96,90,6,46,45,90,50,67,1,97,48,67,61,27,36,29,34,15,64,60,78,61,44,48,76,44,4,97,91,81,67,86,33,4,94,26,13,72,18,11,28,56,51,97,38,22,33,26,12,88,48,8,44,71,25,24,17,88,88,60,4,40,25,26,7,9,28,90,9,9,-,29,6,80,46,23
70,93,19,56,64,45,50,88,96,67,46,32,81,69,49,89,23,25,30,24,12,41,95,100,96,100,17,31,39,38,39,76,19,2,62,64,71,51,95,48,82,77,66,64,1,98,83,14,55,93,77,39,56,26,23,54,41,63,3,28,25,96,50,80,7,97,55,89,51,11,74,48,23,68,10,90,77,83,93,44,35,72,75,13,93,37,100,8,9,46,90,84,18,95,44,-,43,78,30,44
44,41,63,13,73,59,66,3,40,67,98,19,4,21,44,59,17,31,77,95,50,40,83,39,20,55,36,86,38,37,62,61,3,71,53,10,58,35,4,93,78,56,97,30,87,28,22,99,62,69,97,45,83,7,79,27,48,75,60,3,62,79,55,70,57,38,93,57,49,41,9,56,61,62,86,31,31,58,47,80,19,66,12,23,99,93,75,85,36,8,63,78,36,92,8,60,-,39,99,69
59,56,85,45,30,99,71,55,62,99,59,71,88,93,15,72,80,75,80,87,27,51,91,45,16,45,26,36,72,24,80,69,43,91,33,82,56,14,8,75,72,70,8,33,93,76,3,16,45,51,73,43,29,45,40,55,1,90,12,47,24,49,5,3,10,67,65,80,47,78,46,38,39,91,75,19,15,61,18,79,90,6,100,100,37,96,31,79,90,22,45,91,37,54,68,40,63,-,60,99
75,64,31,72,44,76,76,48,32,76,40,79,28,24,65,65,12,84,75,26,35,5,24,51,36,22,16,98,47,4,46,82,93,73,31,74,30,91,42,19,81,35,100,76,2,68,48,56,11,46,41,22,64,59,62,40,34,1,58,3,77,67,67,57,87,19,23,61,68,1,5,95,90,10,30,96,42,29,96,84,64,20,63,83,91,52,42,28,44,6,79,36,15,55,67,49,4,99,-,1
47,92,16,16,98,74,41,53,90,4,4,23,20,89,53,5,77,76,38,42,80,75,14,80,71,57,25,48,11,40,76,58,1,95,65,53,20,58,67,11,19,33,67,34,39,76,74,34,18,29,82,91,41,35,65,93,35,30,69,27,85,70,46,73,3,93,54,31,98,80,41,25,93,95,69,74,97,88,20,65,67,59,37,9,68,79,90,32,36,40,36,93,5,19,76,92,47,33,70,-
